impression_id,user_id,channel,campaign_id,ad_placement,timestamp,cost,device_type,audience_segment,creative_type
imp_00000018,user_000855,YouTube,camp_001,placement_001,2024-05-09 21:00:00,0.09791237813339448,mobile,students,text
imp_00000019,user_003511,Instagram,camp_017,placement_038,2024-09-03 03:00:00,0.12355662654385065,desktop,faculty,video
imp_00000020,user_000609,Google Search,camp_006,placement_016,2024-08-27 15:00:00,0.05815502831095279,mobile,faculty,image
imp_00000021,user_002912,Campus Radio,camp_009,placement_033,2024-05-26 19:00:00,0.1295144042175045,mobile,staff,video
imp_00000022,user_000263,TikTok,camp_016,placement_026,2024-05-30 09:00:00,0.24643366866588712,mobile,students,text
imp_00000023,user_004549,YouTube,camp_009,placement_041,2024-09-10 11:00:00,0.11984191492253218,desktop,staff,text
imp_00000024,user_003992,TikTok,camp_011,placement_049,2024-04-29 00:00:00,0.08232574281892276,desktop,faculty,image
imp_00000025,user_004974,Facebook,camp_002,placement_035,2024-04-08 17:00:00,0.1803922519005201,mobile,staff,image
imp_00000026,user_003988,Campus TV,camp_008,placement_007,2024-10-03 15:00:00,0.19418798485042588,mobile,faculty,video
imp_00000027,user_001694,Display Network,camp_006,placement_045,2024-01-22 13:00:00,0.147348430591891,tablet,students,image
imp_00000028,user_000960,Google Search,camp_005,placement_048,2024-04-06 14:00:00,0.10615447248817117,mobile,faculty,image
imp_00000029,user_003445,Display Network,camp_003,placement_041,2024-08-07 13:00:00,0.24061436940479064,mobile,faculty,video
imp_00000030,user_001140,Campus Radio,camp_001,placement_003,2024-07-06 00:00:00,0.08389854933721849,mobile,alumni,video
imp_00000031,user_003864,Facebook,camp_015,placement_022,2024-12-25 13:00:00,0.12172935625923278,mobile,students,image
imp_00000032,user_004342,Campus TV,camp_007,placement_029,2024-04-13 00:00:00,0.1093020287295597,mobile,students,video
imp_00000033,user_004132,YouTube,camp_001,placement_008,2024-11-11 06:00:00,0.19039337545154067,desktop,staff,image
imp_00000034,user_004930,Campus TV,camp_019,placement_025,2024-04-01 01:00:00,0.08100832334554885,tablet,staff,text
imp_00000035,user_004778,Display Network,camp_015,placement_043,2024-10-31 19:00:00,0.07541210253037696,mobile,staff,image
imp_00000036,user_004870,YouTube,camp_015,placement_035,2024-01-05 06:00:00,0.1774859802996413,desktop,alumni,video
imp_00000037,user_004753,Campus TV,camp_019,placement_028,2024-06-06 18:00:00,0.19880852859982306,mobile,students,image
imp_00000038,user_001932,YouTube,camp_001,placement_001,2024-05-06 08:00:00,0.13847044594622088,mobile,students,image
imp_00000039,user_004993,Campus TV,camp_007,placement_005,2024-08-24 20:00:00,0.17234414924687047,mobile,students,image
imp_00000040,user_001244,YouTube,camp_015,placement_049,2024-03-26 13:00:00,0.11228266187825885,tablet,students,image
imp_00000041,user_001636,Google Search,camp_005,placement_023,2024-12-06 06:00:00,0.059611784839406746,tablet,staff,image
imp_00000042,user_002490,Campus TV,camp_001,placement_005,2024-09-06 18:00:00,0.18679275387962824,desktop,alumni,text
imp_00000043,user_001688,TikTok,camp_018,placement_035,2024-06-08 19:00:00,0.17865764368847065,mobile,faculty,text
imp_00000044,user_003914,Instagram,camp_012,placement_029,2024-11-18 00:00:00,0.0638722601750331,mobile,students,image
imp_00000045,user_002897,Facebook,camp_008,placement_029,2024-02-04 22:00:00,0.2189750621938909,mobile,staff,image
imp_00000046,user_001517,Instagram,camp_004,placement_025,2024-07-14 20:00:00,0.21069618607696972,mobile,students,video
imp_00000047,user_001123,Campus TV,camp_004,placement_018,2024-07-10 02:00:00,0.10000328984322093,mobile,staff,video
imp_00000048,user_003767,YouTube,camp_003,placement_041,2024-09-24 16:00:00,0.12554577723525898,mobile,students,image
imp_00000049,user_000396,YouTube,camp_009,placement_019,2024-07-05 18:00:00,0.06825733535722672,mobile,alumni,text
imp_00000050,user_000144,YouTube,camp_005,placement_035,2024-12-04 14:00:00,0.1704881851802238,mobile,students,text
imp_00000051,user_002157,YouTube,camp_010,placement_039,2024-05-23 06:00:00,0.24918624840606585,mobile,staff,video
imp_00000052,user_004847,TikTok,camp_009,placement_010,2024-11-26 17:00:00,0.21739277484747477,desktop,staff,image
imp_00000053,user_002994,Instagram,camp_002,placement_005,2024-06-16 09:00:00,0.15266523373847857,mobile,faculty,text
imp_00000054,user_001681,Campus Radio,camp_007,placement_025,2024-12-07 19:00:00,0.16837774776425687,mobile,staff,image
imp_00000055,user_002215,Instagram,camp_010,placement_026,2024-12-29 21:00:00,0.1160505058038197,mobile,students,image
imp_00000056,user_000456,YouTube,camp_009,placement_039,2024-05-05 19:00:00,0.19920897585308467,mobile,alumni,image
imp_00000057,user_000134,Facebook,camp_012,placement_045,2024-11-07 00:00:00,0.24397576534152782,mobile,staff,video
imp_00000058,user_001251,Instagram,camp_018,placement_047,2024-07-21 04:00:00,0.1758797276270525,desktop,students,video
imp_00000059,user_000471,Google Search,camp_011,placement_012,2024-09-15 15:00:00,0.24174048148156924,mobile,students,image
imp_00000060,user_004186,Campus TV,camp_018,placement_028,2024-01-08 03:00:00,0.06554692739299697,tablet,alumni,video
imp_00000061,user_002509,TikTok,camp_016,placement_029,2024-05-24 08:00:00,0.07663702504474995,mobile,alumni,image
imp_00000062,user_001945,Facebook,camp_010,placement_030,2024-07-15 14:00:00,0.2232127779000817,mobile,students,image
imp_00000063,user_000224,Campus Radio,camp_017,placement_011,2024-03-05 17:00:00,0.16882614307042704,mobile,alumni,text
imp_00000064,user_000511,Google Search,camp_016,placement_006,2024-04-07 08:00:00,0.18834287943378242,mobile,staff,text
imp_00000065,user_003637,YouTube,camp_010,placement_010,2024-01-23 04:00:00,0.1255701098551573,mobile,students,image
imp_00000066,user_004545,Google Search,camp_008,placement_032,2024-06-21 12:00:00,0.059379293558243985,mobile,students,image
imp_00000067,user_003963,Facebook,camp_012,placement_001,2024-04-27 02:00:00,0.16038136775489711,mobile,staff,image
imp_00000068,user_003279,YouTube,camp_014,placement_002,2024-04-21 14:00:00,0.2110089335038724,tablet,faculty,text
imp_00000069,user_001359,Instagram,camp_019,placement_034,2024-11-01 01:00:00,0.11965109340466007,mobile,staff,image
imp_00000070,user_002129,YouTube,camp_004,placement_010,2024-09-03 09:00:00,0.2353175250322989,mobile,students,image
imp_00000071,user_004301,Display Network,camp_011,placement_043,2024-02-03 05:00:00,0.09802912375563862,mobile,students,image
imp_00000072,user_003446,Campus TV,camp_008,placement_004,2024-04-04 10:00:00,0.08637601687982896,mobile,staff,image
imp_00000073,user_004157,Facebook,camp_019,placement_019,2024-04-02 17:00:00,0.21435812736888987,mobile,students,image
imp_00000074,user_000524,Facebook,camp_014,placement_034,2024-11-21 00:00:00,0.07574967965992879,mobile,students,image
imp_00000075,user_002287,Campus TV,camp_011,placement_048,2024-02-16 21:00:00,0.062215591970972754,mobile,staff,video
imp_00000076,user_002767,Campus Radio,camp_014,placement_026,2024-09-09 19:00:00,0.20199108178751712,mobile,staff,image
imp_00000077,user_004979,Campus Radio,camp_003,placement_047,2024-07-05 23:00:00,0.21888813452672579,desktop,students,text
imp_00000078,user_001907,Campus Radio,camp_005,placement_028,2024-10-20 02:00:00,0.054014239555545275,mobile,students,image
imp_00000079,user_003597,TikTok,camp_004,placement_010,2024-10-26 16:00:00,0.2078342477214677,mobile,students,video
imp_00000080,user_004008,Google Search,camp_012,placement_019,2024-02-03 14:00:00,0.12575452519025787,mobile,staff,video
imp_00000081,user_003813,Google Search,camp_001,placement_022,2024-11-10 12:00:00,0.09506655954250565,mobile,students,text
imp_00000082,user_002871,Google Search,camp_003,placement_031,2024-11-13 23:00:00,0.1320793653979323,tablet,students,image
imp_00000083,user_000004,Campus Radio,camp_006,placement_049,2024-08-07 10:00:00,0.14814975585175688,desktop,staff,video
imp_00000084,user_001142,TikTok,camp_019,placement_020,2024-07-21 07:00:00,0.15152207573689103,mobile,students,video
imp_00000085,user_001829,Display Network,camp_011,placement_036,2024-11-15 05:00:00,0.11412843843190286,mobile,students,image
imp_00000086,user_001674,TikTok,camp_002,placement_013,2024-09-17 22:00:00,0.18691430957596666,mobile,students,image
imp_00000087,user_002959,Campus TV,camp_006,placement_035,2024-09-21 10:00:00,0.11977365330859907,tablet,staff,text
imp_00000088,user_000376,Instagram,camp_009,placement_034,2024-11-29 20:00:00,0.08624661323313204,mobile,staff,video
imp_00000089,user_003851,Google Search,camp_005,placement_014,2024-11-15 07:00:00,0.20990742618390312,desktop,students,image
imp_00000090,user_000601,YouTube,camp_010,placement_025,2024-03-18 03:00:00,0.18659641268342647,mobile,staff,text
imp_00000091,user_004671,Campus Radio,camp_001,placement_025,2024-05-04 05:00:00,0.12107249036367917,mobile,faculty,image
imp_00000092,user_003111,Instagram,camp_006,placement_006,2024-04-13 18:00:00,0.11656315718249687,desktop,faculty,image
imp_00000093,user_002036,Display Network,camp_007,placement_027,2024-04-20 00:00:00,0.20771944224490618,mobile,students,image
imp_00000094,user_002646,Facebook,camp_010,placement_005,2024-10-15 03:00:00,0.2253531273523499,mobile,staff,image
imp_00000095,user_003229,Campus TV,camp_005,placement_029,2024-08-15 12:00:00,0.0958502790465283,desktop,staff,video
imp_00000096,user_000794,Instagram,camp_005,placement_020,2024-08-30 03:00:00,0.08631954336028513,tablet,faculty,image
imp_00000097,user_000363,TikTok,camp_013,placement_040,2024-10-29 13:00:00,0.1511777357768932,desktop,students,text
imp_00000098,user_002936,YouTube,camp_008,placement_042,2024-12-21 15:00:00,0.2042493337039476,mobile,students,image
imp_00000099,user_003798,Instagram,camp_001,placement_046,2024-10-22 08:00:00,0.09718120691901624,mobile,students,text
imp_00000100,user_004663,Instagram,camp_008,placement_015,2024-01-01 21:00:00,0.12980054077402606,mobile,students,text
imp_00000101,user_000575,TikTok,camp_011,placement_038,2024-04-26 08:00:00,0.11926919887319226,mobile,staff,image
imp_00000102,user_001206,Campus TV,camp_007,placement_006,2024-12-29 18:00:00,0.056775832049319,mobile,staff,image
imp_00000103,user_003121,Campus Radio,camp_017,placement_020,2024-06-02 17:00:00,0.1417977976034026,mobile,staff,video
imp_00000104,user_004423,Google Search,camp_013,placement_030,2024-12-25 16:00:00,0.1999920940798356,mobile,staff,image
imp_00000105,user_004525,YouTube,camp_016,placement_040,2024-10-11 16:00:00,0.16749072084681488,mobile,staff,video
imp_00000106,user_003294,Display Network,camp_019,placement_004,2024-04-22 17:00:00,0.08638562609905423,desktop,alumni,image
imp_00000107,user_000055,TikTok,camp_018,placement_007,2024-06-10 00:00:00,0.18178478838203027,mobile,students,image
imp_00000108,user_003311,YouTube,camp_003,placement_033,2024-09-11 07:00:00,0.16134431695667323,desktop,staff,text
imp_00000109,user_002539,Campus TV,camp_004,placement_037,2024-10-14 23:00:00,0.07821636975554272,mobile,students,image
imp_00000110,user_002199,YouTube,camp_019,placement_048,2024-11-25 06:00:00,0.08628708701795947,mobile,students,text
imp_00000111,user_003595,Facebook,camp_002,placement_003,2024-10-29 04:00:00,0.16805898850296155,mobile,faculty,image
imp_00000112,user_003578,Display Network,camp_012,placement_024,2024-08-09 08:00:00,0.07284758518407937,mobile,alumni,image
imp_00000113,user_003954,Instagram,camp_017,placement_014,2024-08-11 16:00:00,0.1983373888457331,desktop,students,image
imp_00000114,user_002542,TikTok,camp_013,placement_034,2024-10-04 10:00:00,0.10446146530387379,mobile,alumni,image
imp_00000115,user_002082,Google Search,camp_005,placement_025,2024-12-21 08:00:00,0.14949297879597812,desktop,students,image
imp_00000116,user_004827,Campus TV,camp_002,placement_012,2024-01-27 05:00:00,0.1766196126714895,mobile,faculty,text
imp_00000117,user_004226,TikTok,camp_011,placement_001,2024-07-08 13:00:00,0.0665597335850253,desktop,students,image
imp_00000118,user_001137,Instagram,camp_007,placement_040,2024-10-22 10:00:00,0.16328092805937944,mobile,faculty,text
imp_00000119,user_001786,TikTok,camp_015,placement_020,2024-03-09 23:00:00,0.08240277557831693,desktop,staff,text
imp_00000120,user_001525,Google Search,camp_009,placement_040,2024-07-19 01:00:00,0.1956377512407207,mobile,faculty,image
imp_00000121,user_004227,Facebook,camp_005,placement_044,2024-02-08 02:00:00,0.18893929417088534,mobile,faculty,image
imp_00000122,user_003005,Google Search,camp_010,placement_049,2024-02-13 16:00:00,0.08702658576772393,mobile,staff,video
imp_00000123,user_001751,YouTube,camp_016,placement_006,2024-05-28 16:00:00,0.24611536003599765,tablet,faculty,video
imp_00000124,user_003360,Facebook,camp_016,placement_007,2024-12-30 14:00:00,0.24987069991316696,mobile,students,image
imp_00000125,user_004233,Instagram,camp_016,placement_008,2024-11-30 20:00:00,0.24421164903307357,tablet,students,text
imp_00000126,user_001183,Campus TV,camp_003,placement_044,2024-04-12 16:00:00,0.07411337715545577,mobile,faculty,image
imp_00000127,user_004460,Campus Radio,camp_015,placement_049,2024-07-01 22:00:00,0.15768029807615752,desktop,staff,video
imp_00000128,user_000311,Instagram,camp_010,placement_034,2024-04-17 01:00:00,0.05425388217007743,desktop,faculty,text
imp_00000129,user_000814,TikTok,camp_017,placement_029,2024-08-14 06:00:00,0.05751935464125218,mobile,faculty,image
imp_00000130,user_004436,YouTube,camp_001,placement_030,2024-09-22 06:00:00,0.050669272408595846,mobile,students,text
imp_00000131,user_000432,Google Search,camp_014,placement_015,2024-05-25 04:00:00,0.13555462674717247,mobile,faculty,image
imp_00000132,user_000939,TikTok,camp_006,placement_039,2024-10-19 04:00:00,0.22582366151243294,tablet,students,video
imp_00000133,user_004868,Instagram,camp_008,placement_020,2024-06-01 06:00:00,0.2175651470566491,mobile,staff,image
imp_00000134,user_000825,Facebook,camp_009,placement_049,2024-04-16 01:00:00,0.24145405259666514,desktop,staff,video
imp_00000135,user_003171,TikTok,camp_017,placement_042,2024-08-02 16:00:00,0.15304958486294518,mobile,alumni,text
imp_00000136,user_004877,Campus TV,camp_015,placement_025,2024-08-14 05:00:00,0.16858798696834065,mobile,students,text
imp_00000137,user_001219,Google Search,camp_002,placement_012,2024-11-18 08:00:00,0.05708447368370902,mobile,alumni,video
imp_00000138,user_000975,Display Network,camp_008,placement_005,2024-08-13 23:00:00,0.05975671633463462,mobile,alumni,image
imp_00000139,user_004689,Facebook,camp_008,placement_045,2024-10-10 04:00:00,0.1461173154653296,mobile,staff,image
imp_00000140,user_003931,YouTube,camp_013,placement_033,2024-12-19 07:00:00,0.2257259972710316,desktop,faculty,text
imp_00000141,user_001705,YouTube,camp_011,placement_045,2024-02-28 15:00:00,0.18949429233385673,desktop,faculty,video
imp_00000142,user_000557,Facebook,camp_019,placement_031,2024-01-07 04:00:00,0.21516335011295257,mobile,students,video
imp_00000143,user_003330,Display Network,camp_013,placement_029,2024-03-22 03:00:00,0.1017376661395816,mobile,students,image
imp_00000144,user_004456,Campus Radio,camp_002,placement_024,2024-08-20 16:00:00,0.21373588409996835,mobile,students,image
imp_00000145,user_003903,TikTok,camp_015,placement_030,2024-08-20 01:00:00,0.20073976681010386,desktop,students,video
imp_00000146,user_000918,Google Search,camp_010,placement_001,2024-11-19 16:00:00,0.061584092111759664,mobile,staff,text
imp_00000147,user_003748,Instagram,camp_003,placement_012,2024-06-23 11:00:00,0.054917383291760304,mobile,students,image
imp_00000148,user_003610,Facebook,camp_014,placement_034,2024-02-27 22:00:00,0.24942490003154222,mobile,students,image
imp_00000149,user_001824,Facebook,camp_015,placement_014,2024-10-11 10:00:00,0.09601073660628678,mobile,staff,text
imp_00000150,user_004965,Instagram,camp_006,placement_019,2024-04-01 20:00:00,0.10484304046973401,tablet,students,text
imp_00000151,user_001981,Instagram,camp_017,placement_025,2024-01-15 01:00:00,0.19298480804044954,mobile,students,video
imp_00000152,user_000985,Google Search,camp_008,placement_015,2024-02-29 13:00:00,0.14073872692105655,mobile,students,video
imp_00000153,user_003900,Facebook,camp_003,placement_020,2024-06-29 23:00:00,0.20930745819523527,mobile,students,image
imp_00000154,user_001764,Google Search,camp_006,placement_048,2024-08-23 19:00:00,0.1483189093482874,mobile,faculty,image
imp_00000155,user_000395,Campus TV,camp_013,placement_017,2024-12-09 07:00:00,0.05232410798162013,mobile,students,image
imp_00000156,user_001568,Instagram,camp_013,placement_025,2024-04-04 05:00:00,0.22202447943784093,desktop,students,image
imp_00000157,user_002449,TikTok,camp_014,placement_032,2024-03-28 08:00:00,0.053673527388108,mobile,students,image
imp_00000158,user_000002,Google Search,camp_001,placement_041,2024-08-29 00:00:00,0.12012538624183616,mobile,students,image
imp_00000159,user_000090,Display Network,camp_018,placement_015,2024-07-12 05:00:00,0.09003004884896203,mobile,students,video
imp_00000160,user_002057,Display Network,camp_009,placement_039,2024-05-02 05:00:00,0.1725888349731212,mobile,alumni,text
imp_00000161,user_004207,Instagram,camp_007,placement_011,2024-12-13 19:00:00,0.22896333121210555,mobile,staff,image
imp_00000162,user_004970,Display Network,camp_011,placement_018,2024-01-03 08:00:00,0.06207041679811276,mobile,students,text
imp_00000163,user_003639,Display Network,camp_004,placement_045,2024-05-01 18:00:00,0.08642358313773986,desktop,faculty,image
imp_00000164,user_000662,YouTube,camp_009,placement_003,2024-03-22 05:00:00,0.06630529791048534,mobile,students,image
imp_00000165,user_000903,TikTok,camp_017,placement_030,2024-07-25 00:00:00,0.24215611029739542,mobile,staff,video
imp_00000166,user_003454,TikTok,camp_018,placement_049,2024-08-07 11:00:00,0.152799173561745,mobile,students,image
imp_00000167,user_002383,Facebook,camp_004,placement_006,2024-08-15 01:00:00,0.18100186776642174,tablet,students,image
imp_00000168,user_000530,Campus TV,camp_015,placement_033,2024-05-10 12:00:00,0.07631353702545196,desktop,alumni,image
imp_00000169,user_000002,Campus Radio,camp_005,placement_005,2024-01-14 13:00:00,0.06382655723732389,mobile,students,image
imp_00000170,user_002279,Google Search,camp_002,placement_039,2024-01-14 23:00:00,0.08270477451700456,mobile,alumni,image
imp_00000171,user_002047,Google Search,camp_008,placement_012,2024-08-16 04:00:00,0.07617473214366997,tablet,students,image
imp_00000172,user_000270,Campus TV,camp_010,placement_029,2024-07-13 21:00:00,0.11740063528625727,desktop,students,image
imp_00000173,user_002361,Campus TV,camp_011,placement_037,2024-06-19 11:00:00,0.12134641060800033,mobile,staff,video
imp_00000174,user_001743,Display Network,camp_012,placement_020,2024-11-07 14:00:00,0.10394992230339793,mobile,faculty,text
imp_00000175,user_001059,Display Network,camp_005,placement_005,2024-10-11 00:00:00,0.07066179142480314,mobile,faculty,image
imp_00000176,user_000126,Facebook,camp_018,placement_029,2024-08-29 23:00:00,0.22358365890400445,mobile,faculty,image
imp_00000177,user_004404,Campus TV,camp_018,placement_042,2024-10-20 19:00:00,0.1965797836682684,mobile,students,video
imp_00000178,user_004613,Campus Radio,camp_015,placement_034,2024-06-05 05:00:00,0.18232647007422936,tablet,students,image
imp_00000179,user_000303,Campus TV,camp_017,placement_012,2024-05-24 07:00:00,0.0726219638153146,desktop,alumni,video
imp_00000180,user_003125,Campus TV,camp_005,placement_041,2024-10-13 15:00:00,0.07131860606159815,desktop,alumni,image
imp_00000181,user_004784,YouTube,camp_009,placement_013,2024-03-13 00:00:00,0.10773711910612763,mobile,faculty,video
imp_00000182,user_004115,Display Network,camp_002,placement_018,2024-05-11 05:00:00,0.22557823180826553,mobile,staff,image
imp_00000183,user_001625,YouTube,camp_015,placement_001,2024-11-05 06:00:00,0.12329230697427958,mobile,faculty,image
imp_00000184,user_003339,Instagram,camp_008,placement_046,2024-10-31 16:00:00,0.17851519378943792,desktop,faculty,video
imp_00000185,user_002502,TikTok,camp_012,placement_005,2024-11-23 15:00:00,0.1297645561793801,mobile,faculty,video
imp_00000186,user_002546,TikTok,camp_011,placement_045,2024-12-08 05:00:00,0.21447868376341162,mobile,staff,image
imp_00000187,user_000715,Instagram,camp_015,placement_004,2024-10-07 03:00:00,0.23688720536110286,mobile,students,image
imp_00000188,user_003611,YouTube,camp_015,placement_028,2024-02-21 13:00:00,0.1578322553350509,mobile,faculty,video
imp_00000189,user_002138,Google Search,camp_011,placement_007,2024-03-17 03:00:00,0.18622357079299656,mobile,faculty,video
imp_00000190,user_000445,Facebook,camp_004,placement_020,2024-11-07 16:00:00,0.14670912934398495,desktop,faculty,image
imp_00000191,user_002939,YouTube,camp_009,placement_026,2024-12-27 14:00:00,0.09240896798164533,desktop,students,text
imp_00000192,user_004816,Google Search,camp_005,placement_004,2024-03-12 23:00:00,0.10496120710962722,desktop,students,video
imp_00000193,user_003041,Campus Radio,camp_018,placement_005,2024-05-25 18:00:00,0.08360284154897268,desktop,staff,image
imp_00000194,user_002853,Campus Radio,camp_003,placement_028,2024-05-29 15:00:00,0.0912372329036853,desktop,students,video
imp_00000195,user_001344,Instagram,camp_007,placement_021,2024-09-10 01:00:00,0.1851682490174752,mobile,students,video
imp_00000196,user_003603,TikTok,camp_006,placement_042,2024-10-06 13:00:00,0.23110495846593476,desktop,students,video
imp_00000197,user_000073,Campus TV,camp_001,placement_006,2024-06-12 02:00:00,0.12099926116638747,mobile,faculty,image
imp_00000198,user_003611,Campus TV,camp_008,placement_038,2024-01-05 11:00:00,0.16856239833068454,desktop,students,image
imp_00000199,user_002775,TikTok,camp_002,placement_038,2024-12-07 05:00:00,0.16155668347400498,desktop,students,image
imp_00000200,user_001869,YouTube,camp_015,placement_016,2024-10-26 03:00:00,0.1318955706010408,mobile,staff,image
imp_00000201,user_002563,Campus TV,camp_013,placement_023,2024-05-15 19:00:00,0.12986318316186163,mobile,alumni,text
imp_00000202,user_000286,YouTube,camp_006,placement_022,2024-12-29 00:00:00,0.06782488642320333,desktop,students,text
imp_00000203,user_002786,YouTube,camp_014,placement_036,2024-02-07 19:00:00,0.11062567118906573,mobile,students,image
imp_00000204,user_002497,Instagram,camp_003,placement_023,2024-09-05 08:00:00,0.23847740382044663,desktop,students,video
imp_00000205,user_000244,Facebook,camp_012,placement_047,2024-05-22 21:00:00,0.1294357554858422,mobile,faculty,video
imp_00000206,user_000134,Instagram,camp_016,placement_007,2024-06-06 13:00:00,0.11093582781960816,mobile,students,image
imp_00000207,user_004362,Google Search,camp_002,placement_025,2024-05-09 02:00:00,0.14587088802757037,mobile,faculty,image
imp_00000208,user_000238,YouTube,camp_003,placement_035,2024-12-01 21:00:00,0.12973260555446264,mobile,students,image
imp_00000209,user_004224,Campus TV,camp_013,placement_031,2024-01-25 14:00:00,0.15122837256804883,mobile,students,video
imp_00000210,user_004350,Facebook,camp_019,placement_031,2024-12-14 10:00:00,0.06226992542213364,desktop,students,image
imp_00000211,user_001951,Campus TV,camp_015,placement_009,2024-09-23 17:00:00,0.13606743550178424,mobile,students,video
imp_00000212,user_000400,TikTok,camp_001,placement_004,2024-09-19 15:00:00,0.17663792520269284,mobile,students,image
imp_00000213,user_000420,TikTok,camp_006,placement_039,2024-08-08 19:00:00,0.19486349393533225,desktop,students,video
imp_00000214,user_001550,Campus Radio,camp_005,placement_022,2024-01-07 21:00:00,0.2427644550964702,mobile,students,image
imp_00000215,user_002709,Facebook,camp_007,placement_005,2024-08-17 14:00:00,0.0930403744034475,mobile,students,text
imp_00000216,user_004269,Campus TV,camp_004,placement_017,2024-12-03 04:00:00,0.07194723973550071,mobile,students,text
imp_00000217,user_002558,TikTok,camp_002,placement_048,2024-07-01 20:00:00,0.19747141547755992,mobile,students,image
imp_00000218,user_002445,Google Search,camp_009,placement_017,2024-02-11 20:00:00,0.1817384292414887,tablet,staff,image
imp_00000219,user_000242,Facebook,camp_008,placement_021,2024-04-06 09:00:00,0.21502643918574077,mobile,students,image
imp_00000220,user_003927,Campus TV,camp_013,placement_019,2024-03-19 16:00:00,0.07113869598125483,tablet,students,image
imp_00000221,user_003457,YouTube,camp_019,placement_024,2024-07-18 22:00:00,0.0710735067905612,mobile,faculty,image
imp_00000222,user_004532,Campus Radio,camp_019,placement_007,2024-08-15 10:00:00,0.2067685353535348,mobile,students,video
imp_00000223,user_001574,Campus Radio,camp_016,placement_028,2024-12-17 07:00:00,0.22978016480124708,desktop,students,text
imp_00000224,user_001614,Google Search,camp_009,placement_025,2024-02-18 03:00:00,0.15606042664983166,mobile,alumni,video
imp_00000225,user_000770,Display Network,camp_013,placement_032,2024-05-19 07:00:00,0.19961463588590644,desktop,faculty,image
imp_00000226,user_000936,Facebook,camp_009,placement_025,2024-09-27 16:00:00,0.12519857798826228,mobile,students,image
imp_00000227,user_003360,Instagram,camp_014,placement_049,2024-07-31 11:00:00,0.17916216253104122,mobile,staff,text
imp_00000228,user_002991,Facebook,camp_013,placement_021,2024-09-24 08:00:00,0.24567945576011918,desktop,faculty,image
imp_00000229,user_004352,Display Network,camp_011,placement_025,2024-08-11 10:00:00,0.2374776132994238,mobile,students,image
imp_00000230,user_003679,Campus Radio,camp_019,placement_023,2024-10-09 17:00:00,0.21814060560224002,desktop,faculty,video
imp_00000231,user_000703,Display Network,camp_019,placement_023,2024-07-02 02:00:00,0.18777706041001813,desktop,faculty,video
imp_00000232,user_000362,Facebook,camp_016,placement_008,2024-04-20 07:00:00,0.0993357729043246,desktop,alumni,image
imp_00000233,user_003563,Google Search,camp_010,placement_021,2024-08-11 09:00:00,0.19661425920593495,desktop,students,image
imp_00000234,user_002548,TikTok,camp_010,placement_026,2024-01-13 08:00:00,0.2179927960564365,desktop,students,video
imp_00000235,user_003984,Instagram,camp_006,placement_019,2024-01-20 10:00:00,0.24926686752544946,mobile,students,video
imp_00000236,user_000227,Facebook,camp_005,placement_038,2024-01-24 21:00:00,0.13252436816972474,desktop,students,video
imp_00000237,user_002321,Campus Radio,camp_007,placement_004,2024-09-16 12:00:00,0.15202194249976503,desktop,students,image
imp_00000238,user_000162,Display Network,camp_018,placement_019,2024-09-10 23:00:00,0.10396414402564287,desktop,students,image
